file_path,filename,title,creator,era,match_source
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\120 - Shadow Games.epub,120 - Shadow Games.epub,Book 1 - Shadow Games,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\121 - Episode IV_A New Hope.epub,121 - Episode IV_A New Hope.epub,Book 1 - A New Hope,George Lucas,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\122 - Tales From Mos Eisley Cantina.epub,122 - Tales From Mos Eisley Cantina.epub,Book 1 - Tales From Mos Eisley Cantina,Kevin J. Anderson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\123 - Scoundrels.epub,123 - Scoundrels.epub,Scoundrels: Star Wars,Timothy Zahn,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\124 - Rebel Force_Target.epub,124 - Rebel Force_Target.epub,Book 1 - Target,Alex Wheeler,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\125 - Rebel Force_Hostage.epub,125 - Rebel Force_Hostage.epub,Book 2 - Hostage,Alex Wheeler,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\126 - Rebel Force_Renegade.epub,126 - Rebel Force_Renegade.epub,Book 3 - Renegade,Alex Wheeler,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\127 - Rebel Force_Firefight.epub,127 - Rebel Force_Firefight.epub,Book 4 - Firefight,Alex Wheeler,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\128 - Rebel Force_Trapped.epub,128 - Rebel Force_Trapped.epub,Book 5 - Trapped,Alex Wheeler,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\129 - Allegiance.epub,129 - Allegiance.epub,Book 1 - Allegiance,Timothy Zahn,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\130 - Rebel Force_Uprising.epub,130 - Rebel Force_Uprising.epub,Book 6 - Uprising,Alex Wheeler,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\131 - Eaten Alive.epub,131 - Eaten Alive.epub,Book 01 - Eaten Alive,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\132 - City of the Dead.epub,132 - City of the Dead.epub,Book 02 - City of the Dead,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\133 - Planet Plague.epub,133 - Planet Plague.epub,Book 03 - Planet Plague,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\134 - The Nightmare Machine.epub,134 - The Nightmare Machine.epub,Book 04 - The Nightmare Machine,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\135 - Ghost of the Jedi.epub,135 - Ghost of the Jedi.epub,Book 05 - Ghost of the Jedi,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\136 - Army of Terror.epub,136 - Army of Terror.epub,Book 06 - Army of Terror,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\137 - Choices of One.epub,137 - Choices of One.epub,Book 2 - Choices of One,Timothy Zahn,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\138 - The Brain Spiders.epub,138 - The Brain Spiders.epub,Book 07 - The Brain Spiders,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\139 - The Swarm.epub,139 - The Swarm.epub,Book 08 - The Swarm,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\140 - Spore.epub,140 - Spore.epub,Book 09 - Spore,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\141 - The Doomsday Ship.epub,141 - The Doomsday Ship.epub,Book 10 - The Doomsday Ship,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\142 - Clones.epub,142 - Clones.epub,Book 11 - Clones,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\143 - The Hunger.epub,143 - The Hunger.epub,Book 12 - The Hunger,John Whitman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\144 - Honor Among Thieves.epub,144 - Honor Among Thieves.epub,Honor Among Thieves: Star Wars (Empire and Rebellion),James S.A. Corey,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\145 - Galaxies_The Ruins of Dantooine.epub,145 - Galaxies_The Ruins of Dantooine.epub,Book 1 - The Ruins of Dantooine,Voronica Whitney-Robinson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\146 - Splinter of the Mind's Eye.epub,146 - Splinter of the Mind's Eye.epub,Book 1 - Splinter of the Mind's Eye,Alan Dean Foster,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\147 - Empire and Rebellion_Razor's Edge.epub,147 - Empire and Rebellion_Razor's Edge.epub,Razor’s Edge: Star Wars (Empire and Rebellion),Martha Wells,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\148 - Episode V_The Empire Strikes Back.epub,148 - Episode V_The Empire Strikes Back.epub,Book 1 - The Empire Strikes Back,Donald F. Glut,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\149 - Tales of the Bounty Hunters.epub,149 - Tales of the Bounty Hunters.epub,Book 2 - Tales of the Bounty Hunters,Kevin J. Anderson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\150 - Shadows of the Empire.epub,150 - Shadows of the Empire.epub,Book 1 - Shadows of the Empire,Steve Perry,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\151 - Tales From the Empire.epub,151 - Tales From the Empire.epub,Book 4 - Tales From the Empire,Peter Schweighofer,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\152 - Tales From Jabba's Palace.epub,152 - Tales From Jabba's Palace.epub,Book 3 - Tales From Jabba's Palace,Kevin J. Anderson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\153 - Episode VI_Return of the Jedi.epub,153 - Episode VI_Return of the Jedi.epub,Book 1 - Return of the Jedi,James Kahn,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\154 - The Bounty Hunter Wars_The Mandalorian Armor.epub,154 - The Bounty Hunter Wars_The Mandalorian Armor.epub,Book 1 - The Mandalorian Armor,K. W. Jeter,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\155 - The Bounty Hunter Wars_Slave Ship.epub,155 - The Bounty Hunter Wars_Slave Ship.epub,Book 2 - Slave Ship,K. W. Jeter,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\156 - The Truce at Bakura.epub,156 - The Truce at Bakura.epub,Book 1 - The Truce at Bakura,Kathy Tyers,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rebellion Era\Novels\157 - The Bounty Hunter Wars_Hard Merchandise.epub,157 - The Bounty Hunter Wars_Hard Merchandise.epub,Book 3 - Hard Merchandise,K. W. Jeter,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\013 - Legacy of the Jedi.epub,013 - Legacy of the Jedi.epub,Book 1 - Legacy of the Jedi,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\014 - Darth Plagueis.epub,014 - Darth Plagueis.epub,Book 1 - Darth Plagueis,James Luceno,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\015 - Jedi Apprentice_The Rising Force.epub,015 - Jedi Apprentice_The Rising Force.epub,Book 01 - The Rising Force,Dave Wolverton,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\016 - Jedi Apprentice_The Dark Rival.epub,016 - Jedi Apprentice_The Dark Rival.epub,Book 02 - The Dark Rival,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\017 - Jedi Apprentice_The Hidden Past.epub,017 - Jedi Apprentice_The Hidden Past.epub,Book 03 - The Hidden Past,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\018 - Jedi Apprentice_The Mark of the Crown.epub,018 - Jedi Apprentice_The Mark of the Crown.epub,Book 04 - The Mark of the Crown,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\019 - Jedi Apprentice_The Defenders of the Dead.epub,019 - Jedi Apprentice_The Defenders of the Dead.epub,Book 05 - The Defenders of the Dead,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\020 - Jedi Apprentice_The Uncertain Path.epub,020 - Jedi Apprentice_The Uncertain Path.epub,Book 06 - The Uncertain Path,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\021 - Jedi Apprentice_The Captive Temple.epub,021 - Jedi Apprentice_The Captive Temple.epub,Book 07 - The Captive Temple,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\022 - Jedi Apprentice_The Day of Reckoning.epub,022 - Jedi Apprentice_The Day of Reckoning.epub,Book 08 - The Day of Reckoning,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\023 - Jedi Apprentice_The Fight for Truth.epub,023 - Jedi Apprentice_The Fight for Truth.epub,Book 09 - The Fight for Truth,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\024 - Jedi Apprentice_The Shattered Peace.epub,024 - Jedi Apprentice_The Shattered Peace.epub,Book 10 - The Shattered Peace,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\025 - Jedi Apprentice_Deceptions.epub,025 - Jedi Apprentice_Deceptions.epub,Special Edition 01 - Deceptions,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\026 - The Life and Legend of Obi-Wan Kenobi.epub,026 - The Life and Legend of Obi-Wan Kenobi.epub,Book 1 - The Life and Legend of Obi-Wan Kenobi,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\027 - Jedi Apprentice_The Deadly Hunter.epub,027 - Jedi Apprentice_The Deadly Hunter.epub,Book 11 - The Deadly Hunter,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\028 - Jedi Apprentice_The Evil Experiment.epub,028 - Jedi Apprentice_The Evil Experiment.epub,Book 12 - The Evil Experiment,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\029 - Jedi Apprentice_The Dangerous Rescue.epub,029 - Jedi Apprentice_The Dangerous Rescue.epub,Book 13 - The Dangerous Rescue,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\030 - Jedi Apprentice_The Ties That Bind.epub,030 - Jedi Apprentice_The Ties That Bind.epub,Book 14 - The Ties That Bind,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\031 - Jedi Apprentice_The Death of Hope.epub,031 - Jedi Apprentice_The Death of Hope.epub,Book 15 - The Death of Hope,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\032 - Jedi Apprentice_The Call to Vengeance.epub,032 - Jedi Apprentice_The Call to Vengeance.epub,Book 16 - The Call to Vengeance,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\033 - Jedi Apprentice_The Only Witness.epub,033 - Jedi Apprentice_The Only Witness.epub,Book 17 - The Only Witness,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\034 - Jedi Apprentice_The Threat Within.epub,034 - Jedi Apprentice_The Threat Within.epub,Book 18 - The Threat Within,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\035 - Jedi Apprentice_The Followers.epub,035 - Jedi Apprentice_The Followers.epub,Special Edition 02 - The Followers,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\036 - Secrets of the Jedi.epub,036 - Secrets of the Jedi.epub,Book 1 - Secrets of the Jedi,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\037 - The Rise and Fall of Darth Vader.epub,037 - The Rise and Fall of Darth Vader.epub,Book 1 - The Rise and Fall of Darth Vader,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\038 - Darth Maul_Saboteur.epub,038 - Darth Maul_Saboteur.epub,Book 1 - Saboteur,James Luceno,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\039 - Cloak of Deception.epub,039 - Cloak of Deception.epub,Book 1 - Cloak of Deception,James Luceno,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\040 - Maul_Lockdown.epub,040 - Maul_Lockdown.epub,Star Wars: Maul: Lockdown,Joe Schreiber,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\041 - Darth Maul_Shadow Hunter.epub,041 - Darth Maul_Shadow Hunter.epub,Book 2 - Shadow Hunter,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\042 - Episode I_The Phantom Menace.epub,042 - Episode I_The Phantom Menace.epub,Book 1 - The Phantom Menace,Terry Brooks,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\043 - Journal_Anakin Skywalker.epub,043 - Journal_Anakin Skywalker.epub,Book 3 - Anakin Skywalker Journal,Todd Strasser,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\044 - Journal_Darth Maul.epub,044 - Journal_Darth Maul.epub,Book 4 - Darth Maul Journal,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\045 - Journal_Queen Amidala.epub,045 - Journal_Queen Amidala.epub,Book 2 - Queen Amidala Journal,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\046 - Rogue Planet.epub,046 - Rogue Planet.epub,Book 1 - Rogue Planet,Greg Bear,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\047 - Jedi Quest_Path to Truth.epub,047 - Jedi Quest_Path to Truth.epub,Book 01 - Path to Truth,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\048 - Jedi Quest_The Way of the Apprentice.epub,048 - Jedi Quest_The Way of the Apprentice.epub,Book 02 - The Way of the Apprentice,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\049 - Outbound Flight.epub,049 - Outbound Flight.epub,Book 1 - Outbound Flight,Timothy Zahn,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\050 - Jedi Quest_The Trail of the Jedi.epub,050 - Jedi Quest_The Trail of the Jedi.epub,Book 03 - The Trail of the Jedi,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\051 - Jedi Quest_Dangerous Games.epub,051 - Jedi Quest_Dangerous Games.epub,Book 04 - Dangerous Games,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\052 - Jedi Quest_The Master of Disguise.epub,052 - Jedi Quest_The Master of Disguise.epub,Book 05 - The Master of Disguise,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\053 - Jedi Quest_The School of Fear.epub,053 - Jedi Quest_The School of Fear.epub,Book 06 - The School of Fear,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\054 - Jedi Quest_The Shadow Trap.epub,054 - Jedi Quest_The Shadow Trap.epub,Book 07 - The Shadow Trap,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\055 - Jedi Quest_The Moment of Truth.epub,055 - Jedi Quest_The Moment of Truth.epub,Book 08 - The Moment of Truth,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\056 - Jedi Quest_The Changing of the Guard.epub,056 - Jedi Quest_The Changing of the Guard.epub,Book 09 - The Changing of the Guard,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\057 - Jedi Quest_The False Peace.epub,057 - Jedi Quest_The False Peace.epub,Book 10 - The False Peace,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\058 - Jedi Quest_The Final Showdown.epub,058 - Jedi Quest_The Final Showdown.epub,Book 11 - The Final Showdown,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\059 - The Approaching Storm.epub,059 - The Approaching Storm.epub,Book 1 - The Approaching Storm,Alan Dean Foster,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\060 - Episode II_Attack of the Clones.epub,060 - Episode II_Attack of the Clones.epub,Book 1 - Attack of the Clones,R. A. Salvatore,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\061 - Boba Fett_The Fight to Survive.epub,061 - Boba Fett_The Fight to Survive.epub,Book 1 - The Fight to Survive,Terry Bisson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\062 - Boba Fett_Crossfire.epub,062 - Boba Fett_Crossfire.epub,Book 2 - Crossfire,Terry Bisson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\063 - Boba Fett_Maze of Deception.epub,063 - Boba Fett_Maze of Deception.epub,Book 3 - Maze of Deception,Elizabeth Hand,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\064 - The Cestus Deception.epub,064 - The Cestus Deception.epub,Book 2 - The Cestus Deception,Steven Barnes,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\065 - The Hive.epub,065 - The Hive.epub,Book 3 - The Hive,Steven Barnes,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\066 - Jedi Trial.epub,066 - Jedi Trial.epub,Book 6 - Jedi Trial,David Sherman,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\067 - The Clone Wars.epub,067 - The Clone Wars.epub,Book 1 - The Clone Wars,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\068 - Clone Wars Secret Missions_Breakout Squad.epub,068 - Clone Wars Secret Missions_Breakout Squad.epub,Book 1 - Breakout Squad,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\069 - Clone Wars Secret Missions_Curse of the Black Hole Pirates.epub,069 - Clone Wars Secret Missions_Curse of the Black Hole Pirates.epub,Book 2 - Curse of the Black Hole Pirates,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\070 - Clone Wars Secret Missions_Duel at Shattered Rock.epub,070 - Clone Wars Secret Missions_Duel at Shattered Rock.epub,Book 3 - Duel at Shattered Rock,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\071 - Clone Wars Secret Missions_Guardians of the Chiss Key.epub,071 - Clone Wars Secret Missions_Guardians of the Chiss Key.epub,Book 4 - Guardians of the Chiss Key,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\072 - The Clone Wars_Wild Space.epub,072 - The Clone Wars_Wild Space.epub,Book 2 - Wild Space,Karen Miller,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\073 - Boba Fett_Hunted.epub,073 - Boba Fett_Hunted.epub,Book 4 - Hunted,Elizabeth Hand,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\074 - Republic Commando_Hard Contact.epub,074 - Republic Commando_Hard Contact.epub,Book 1 - Hard Contact,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\075 - Shatterpoint.epub,075 - Shatterpoint.epub,Book 1 - Shatterpoint,Matthew Stover,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\076 - The Clone Wars_No Prisoners.epub,076 - The Clone Wars_No Prisoners.epub,Book 3 - No Prisoners,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\077 - Republic Commando_Triple Zero.epub,077 - Republic Commando_Triple Zero.epub,Book 2 - Triple Zero,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\078 - Clone Wars Gambit_Stealth.epub,078 - Clone Wars Gambit_Stealth.epub,Book 1 - Stealth,Karen Miller,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\079 - Clone Wars Gambit_Siege.epub,079 - Clone Wars Gambit_Siege.epub,Book 2 - Siege,Karen Miller,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\080 - Republic Commando_True Colors.epub,080 - Republic Commando_True Colors.epub,Book 3 - True Colors,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\081 - The Wrath of Darth Maul.epub,081 - The Wrath of Darth Maul.epub,Book 1 - The Wrath of Darth Maul,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\082 - Medstar I_Battle Surgeons.epub,082 - Medstar I_Battle Surgeons.epub,Book 4 - Medstar I - Battle Surgeons,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\083 - Medstar II_Jedi Healer.epub,083 - Medstar II_Jedi Healer.epub,Book 5 - Medstar II - Jedi Healer,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\084 - Yoda Dark Rendezvous.epub,084 - Yoda Dark Rendezvous.epub,Book 7 - Yoda Dark Rendezvous,Sean Stewart,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\085 - Boba Fett_A New Threat.epub,085 - Boba Fett_A New Threat.epub,Book 5 - A New Threat,Elizabeth Hand,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\086 - Boba Fett_Pursuit.epub,086 - Boba Fett_Pursuit.epub,Book 6 - Pursuit,Elizabeth Hand,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\087 - Episode III_Labyrinth of Evil.epub,087 - Episode III_Labyrinth of Evil.epub,Book 1 - Labyrinth of Evil,James Luceno,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\088 - Episode III_Revenge of the Sith.epub,088 - Episode III_Revenge of the Sith.epub,Book 2 - Revenge of the Sith,Matthew Stover,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\089 - Republic Commando_Order 066.epub,089 - Republic Commando_Order 066.epub,Book 4 - Order 66,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\090 - Kenobi.epub,090 - Kenobi.epub,Kenobi: Star Wars,John Jackson Miller,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\091 - Episode III_Dark Lord The Rise of Darth Vader.epub,091 - Episode III_Dark Lord The Rise of Darth Vader.epub,Book 3 - Dark Lord The Rise of Darth Vader,James Luceno,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\092 - Republic Commando_501st.epub,092 - Republic Commando_501st.epub,Book 5 - 501st,Karen Traviss,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\093 - Coruscant Nights_Jedi Twilight.epub,093 - Coruscant Nights_Jedi Twilight.epub,Book 1 - Jedi Twilight,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\094 - The Last of the Jedi_The Desperate Mission.epub,094 - The Last of the Jedi_The Desperate Mission.epub,Book 01 - The Desperate Mission,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\095 - The Last of the Jedi_Dark Warning.epub,095 - The Last of the Jedi_Dark Warning.epub,Book 02 - Dark Warning,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\096 - The Last of the Jedi_Underworld.epub,096 - The Last of the Jedi_Underworld.epub,Book 03 - Underworld,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\097 - The Last of the Jedi_Death on Naboo.epub,097 - The Last of the Jedi_Death on Naboo.epub,Book 04 - Death on Naboo,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\098 - Coruscant Nights_Street of Shadows.epub,098 - Coruscant Nights_Street of Shadows.epub,Book 2 - Street of Shadows,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\099 - The Last of the Jedi_A Tangled Web.epub,099 - The Last of the Jedi_A Tangled Web.epub,Book 05 - A Tangled Web,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\100 - The Last of the Jedi_Return of the Dark Side.epub,100 - The Last of the Jedi_Return of the Dark Side.epub,Book 06 - Return of the Dark Side,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\101 - The Last of the Jedi_Secret Weapon.epub,101 - The Last of the Jedi_Secret Weapon.epub,Book 07 - Secret Weapon,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\102 - The Last of the Jedi_Against the Empire.epub,102 - The Last of the Jedi_Against the Empire.epub,Book 08 - Against the Empire,Jude Watson,,unmatched
