file_path,filename,title,creator,era,match_source
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\103 - The Last of the Jedi_Master of Deception.epub,103 - The Last of the Jedi_Master of Deception.epub,Book 09 - Master of Deception,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\104 - The Last of the Jedi_Reckoning.epub,104 - The Last of the Jedi_Reckoning.epub,Book 10 - Reckoning,Jude Watson,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\105 - Coruscant Nights_Patterns of Force.epub,105 - Coruscant Nights_Patterns of Force.epub,Book 3 - Patterns of Force,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\106 - The Last Jedi.epub,106 - The Last Jedi.epub,The Last Jedi: Star Wars,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\107 - A New Hope_The Life of Luke Skywalker.epub,107 - A New Hope_The Life of Luke Skywalker.epub,Book 1 - The Life of Luke Skywalker,Ryder Windham,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\108 - Han Solo_The Paradise Snare.epub,108 - Han Solo_The Paradise Snare.epub,Book 1 - The Paradise Snare,A. C. Crispin,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\109 - Han Solo_The Hutt Gambit.epub,109 - Han Solo_The Hutt Gambit.epub,Book 2 - The Hutt Gambit,A. C. Crispin,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\110 - The Force Unleashed.epub,110 - The Force Unleashed.epub,Book 1 - The Force Unleashed,Sean Williams,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\111 - The Adventures of Lando Calrissian.epub,111 - The Adventures of Lando Calrissian.epub,Book 1 - The Adventures of Lando Calrissian,L. Neil Smith,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\112 - Death Star.epub,112 - Death Star.epub,Death Star,Michael Reaves,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\113 - The Han Solo Adventures.epub,113 - The Han Solo Adventures.epub,Book 1 - The Han Solo Adventures,Brian Daley,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\114 - Han Solo_Rebel Dawn.epub,114 - Han Solo_Rebel Dawn.epub,Book 3 - Rebel Dawn,A. C. Crispin,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\115 - The Force Unleashed II.epub,115 - The Force Unleashed II.epub,Book 2 - The Force Unleashed II,Sean Williams,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\116 - Dark Forces_Soldier for the Empire.epub,116 - Dark Forces_Soldier for the Empire.epub,Book 1 - Soldier for the Empire,William C. Dietz,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\117 - Dark Forces_Rebel Agent.epub,117 - Dark Forces_Rebel Agent.epub,Book 2 - Rebel Agent,William C. Dietz,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\118 - Dark Forces_Jedi Knight.epub,118 - Dark Forces_Jedi Knight.epub,Book 3 - Jedi Knight,William C. Dietz,,unmatched
C:\Users\lbouw\Downloads\Star_Wars_Books\Rise of the Empire Era\Novels\119 - Death Troopers.epub,119 - Death Troopers.epub,Book 1 - Death Troopers,Joe Schreiber,,unmatched
"C:\Users\lbouw\Downloads\Star_Wars_Books\Before the Republic\Novels\001 - The Adventures of Lanoree Brock, Je'daii Ranger.txt","001 - The Adventures of Lanoree Brock, Je'daii Ranger.txt","001 - The Adventures of Lanoree Brock, Je'daii Ranger",,,unmatched
